"spotify_id","name","artists","daily_rank","daily_movement","weekly_movement","country","snapshot_date","popularity","is_explicit","duration_ms","album_name","album_release_date","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature"
"1F3J7D5byxTWbEyhpizptk","Uyaphapha Marn (feat. Scotts Maphuma & Kabelo Sings)","TNK MusiQ, DJ Maphorisa, Seun1401, Scotts Maphuma, Kabelo Sings","17","-2","-9","ZA","2025-04-04","65","False","437787","Uyaphapha Marn (feat. Scotts Maphuma & Kabelo Sings)","2025-01-31","0.809","0.649","1","-7.403","1","0.0501","0.0878","0.00104","0.0922","0.395","113.003","4"
"7so0lgd0zP2Sbgs2d7a1SZ","Die With A Smile","Lady Gaga, Bruno Mars","18","0","3","ZA","2025-04-04","88","False","251667","MAYHEM","2025-03-07","0.519","0.601","6","-7.727","0","0.0317","0.289","0.0","0.126","0.498","157.964","3"
"6txAWGckgEGJIhLjhNdtE9","Residuals","Chris Brown","19","0","31","ZA","2025-04-04","74","False","215178","11:11 (Deluxe)","2024-04-10","0.58","0.645","6","-7.793","0","0.0821","0.342","0.0","0.108","0.171","114.905","4"
"1y8zzw3sYud9aHmAK8ujV6","Shapa Bell (feat. King WaveMusiq)","Naleboy Young King, Shandesh, King WaveMusiq","20","30","30","ZA","2025-04-04","0","False","267189","Shapa Bell (feat. King WaveMusiq)","2025-04-01","0.843","0.657","3","-6.211","0","0.0978","0.087","0.0","0.0776","0.811","126.977","4"
"6dOtVTDdiauQNBQEDOtlAB","BIRDS OF A FEATHER","Billie Eilish","21","-1","2","ZA","2025-04-04","99","False","210373","HIT ME HARD AND SOFT","2024-05-17","0.747","0.507","2","-10.171","1","0.0358","0.2","0.0608","0.117","0.438","104.978","4"
"2LeOHKRLm1Bz7eeNVinUYs","Esandleni","Nontokozo Mkhize","22","-1","-5","ZA","2025-04-04","57","False","336600","Lindiwe","2025-01-24","0.477","0.683","4","-5.893","1","0.0395","0.0597","0.00045","0.335","0.495","99.768","4"
"73XTer5tuPKNstPEW1eKwL","Naledi","Mawelele, Naledi Aphiwe","23","0","2","ZA","2025-04-04","58","False","203210","Time","2025-03-07","0.675","0.538","0","-2.631","1","0.0289","0.757","1.83e-05","0.0964","0.5","94.962","4"
"5tIt860TkOItU0BRafiyzd","Sigade Umzila","Mthandeni SK","24","-2","-5","ZA","2025-04-04","61","False","205400","Sigade Umzila","2024-11-29","0.705","0.882","1","-7.342","0","0.0368","0.339","0.161","0.208","0.883","89.968","4"
"7Ez1p7fKxXISiD4bEwo57E","What If? (Mngani)","Yanga Chief","25","1","-12","ZA","2025-04-04","63","True","185813","Lord Faku - The Life Of A Dyan","2025-02-21","0.549","0.59","8","-11.241","1","0.409","0.246","0.0","0.301","0.617","86.743","5"
"5VI0jL3U1EVMKgh3e9KXZ6","Ungangilimazi (feat. Frank Mabeat)","Dj Moscow, Brandon Dhludhlu, Cnethemba Gonelo, Frank Mabeat","26","8","12","ZA","2025-04-04","54","False","341128","Emaweni","2024-10-11","0.83","0.549","8","-14.217","1","0.0575","0.0143","0.0014","0.0262","0.505","113.017","4"
"4SNuYEPry1aKf6mjRPz3J6","Malunde (feat. Springle)","Shakes & Les, 031CHOPPA, Zee Nxumalo, Springle","27","-3","23","ZA","2025-04-04","53","False","374657","Malunde","2024-12-13","0.922","0.456","6","-14.817","0","0.188","0.0256","0.0586","0.0754","0.715","113.046","4"
"79r4mAwHBAB1x5QnImlUM6","Ncono Siyeke","Mshinwemali, Shenge wasehlalankosi","28","2","-10","ZA","2025-04-04","60","False","299363","Ncono Siyeke","2024-09-10","0.455","0.799","2","-8.831","1","0.0359","0.384","0.0","0.575","0.868","99.729","3"
"5cXQqSOPLb1ZYLBaRcR2LP","All My Life","Mawelele, Kwesta","29","-2","0","ZA","2025-04-04","53","False","266526","Time","2025-03-07","0.69","0.401","8","-9.186","1","0.0493","0.749","0.000522","0.111","0.463","95.009","4"
"6AI3ezQ4o3HUoP6Dhudph3","Not Like Us","Kendrick Lamar","30","-5","-4","ZA","2025-04-04","96","True","274192","Not Like Us","2024-05-04","0.898","0.472","1","-7.001","1","0.0776","0.0107","0.0","0.141","0.214","101.061","4"
"3RCMGDpJlWeEgCLhOz63oa","Ngiyakuthanda","MENZI MUSIC","31","1","-7","ZA","2025-04-04","59","False","283062","Sizesiguge","2024-12-06","0.556","0.924","7","-5.459","0","0.0365","0.424","1.44e-05","0.335","0.833","136.027","4"
"5nVQ2bPZjV9wlD2hboLe6l","Awuhlabe Kabili","LIMIT NALA","32","5","5","ZA","2025-04-04","59","False","293877","Take Your Time","2024-12-06","0.707","0.818","7","-7.133","1","0.0306","0.376","0.0","0.0476","0.95","105.02","3"
"3QaPy1KgI7nu9FJEQUgn6h","WILDFLOWER","Billie Eilish","33","-2","3","ZA","2025-04-04","95","False","261466","HIT ME HARD AND SOFT","2024-05-17","0.467","0.247","6","-12.002","0","0.0431","0.612","0.000271","0.17","0.126","148.101","4"
"7MD8gswt08VhFwVF1PR8Mg","Biri Marung (feat. Sje Konka, Focalistic, DJ Maphorisa, Scotts Maphuma & CowBoii)","Mr Pilato, Ego Slimflow, Tebogo G Mashego, Sje Konka, Focalistic, DJ Maphorisa, Scotts Maphuma, CowBoii","34","-5","-7","ZA","2025-04-04","69","False","454778","Biri Marung (feat. Sje Konka, Focalistic, DJ Maphorisa, Scotts Maphuma & CowBoii)","2024-11-08","0.848","0.588","9","-10.935","1","0.0532","0.00115","0.00485","0.0523","0.301","113.002","4"
"62KQubjM0rmQ7L3VvybxrL","Vulani (feat. Thatohatsi & Tracy)","Kelvin Momo, Da Muziqal Chef, Thatohatsi, Tracy","35","3","-2","ZA","2025-04-04","60","False","476100","Ntsako","2024-12-13","0.689","0.507","1","-11.118","0","0.0705","0.0411","0.00333","0.0279","0.463","113.01","4"
"1ouE2s1kOk8MJUz5KLPejB","Abazazi Bafunani","Big Zulu, Emtee","36","3","-5","ZA","2025-04-04","59","False","229331","Abazazi Bafunani","2025-03-07","0.776","0.832","0","-5.267","1","0.0429","0.26","0.0","0.195","0.694","101.267","3"
"4zZxynw8cwhCRlDl9pay2f","Diqabang","Khathapillar, Sol Phenduka, Smash SA, Kamoh Xaba","37","-9","-9","ZA","2025-04-04","62","False","402890","Diqabang","2024-05-20","0.711","0.52","2","-11.103","0","0.0331","0.102","0.00152","0.13","0.363","111.993","4"
"4wJ5Qq0jBN4ajy7ouZIV1c","APT.","ROSÉ, Bruno Mars","38","-3","-6","ZA","2025-04-04","92","False","169917","rosie","2024-12-06","0.777","0.783","0","-4.477","0","0.26","0.0283","0.0","0.355","0.939","149.027","4"
"2NUL19ktYaXmes18Cz7HPn","Skuta Baba - Remix","WOODBLOCK DJS, Buzzi Lee, Kane Keid, Cassper Nyovest, Kwesta, Tony Dayimane, Mvelost, Set Off, Somololo","39","-6","-9","ZA","2025-04-04","63","False","372710","Skuta Baba (Remix)","2024-12-06","0.796","0.826","9","-7.976","0","0.0963","0.171","0.0","0.0739","0.727","98.001","4"
"7GaFYUqP2WdR4KTPk7cXoP","Let Me Love You","Mario","40","0","0","ZA","2025-04-04","77","False","249120","Turning Point","2004-03-15","0.686","0.588","7","-8.343","0","0.0554","0.178","0.0","0.0954","0.617","94.519","4"
"3xkHsmpQCBMytMJNiDf3Ii","Beautiful Things","Benson Boone","41","1","0","ZA","2025-04-04","92","False","180304","Fireworks & Rollerblades","2024-04-05","0.472","0.471","10","-5.692","1","0.0603","0.151","0.0","0.14","0.219","105.029","3"
"4foPE26gCg9uNJKTV8Mi4C","ZENZELE (feat. Royal MusiQ, Uncool MC, Xduppy, & CowBoii)","Uncle Waffles, Royal MusiQ, Uncool MC, Xduppy, CowBoii","42","4","8","ZA","2025-04-04","57","False","273098","4 Da Ho's","2024-12-06","0.574","0.657","1","-9.331","1","0.103","0.00473","0.00517","0.035","0.595","113.996","4"
"2J8TIoje5sqUoz4I3JIZkI","UYAH! (feat. 2wo Bunnies, Jay Music, & Imbongi Yosizi)","Uncle Waffles, 2woBunnies, Jay Music, ImbongiYosizi","43","4","7","ZA","2025-04-04","57","False","412500","4 Da Ho's","2024-12-06","0.563","0.59","1","-10.758","1","0.117","0.00425","0.00127","0.746","0.475","113.943","4"
"4iZ4pt7kvcaH6Yo8UoZ4s2","Snooze","SZA","44","0","-1","ZA","2025-04-04","89","True","201800","SOS","2022-12-09","0.559","0.551","5","-7.231","1","0.132","0.141","0.0","0.11","0.392","143.008","4"
